Word,American,English
chiasso,NULL,NULL
chiasson,NULL,NULL
chiat,NULL,NULL
chiavetta,NULL,NULL
chiba,ˈtʃiˈbɑ,ˈtʃibə
chic,ʃik,ʃi:k
chicago,ʃɪ'kɑɡoʊˌ -'kɔ-,"ʃɪ'kɑ:gəʊ, -'kɔ:-"
chicago's,NULL,NULL
chicagoan,NULL,ʃiˈkɑ:ɡəuən
chicagoans,NULL,NULL
chicanery,"ʃɪˈkenəri, tʃɪ-",ʃɪˈkeɪnəri
chicano,NULL,tʃiˈkɑ:nəu
chicanos,NULL,tʃiˈkɑ:nəuz
chichauha's,NULL,NULL
chichester,ˈtʃɪtʃɪstɚ,ˈtʃitʃəstə
chichi,NULL,ˈʃi:ʃi:
chick,tʃɪk,tʃɪk
chickasaw,'tʃɪkəˌsɔ,'tʃɪkəˌsɔ:
chickasaws,NULL,NULL
chicked,NULL,NULL
chicken,ˈtʃɪkən,ˈtʃɪkɪn
chicken's,NULL,NULL
chickened,NULL,NULL
chickening,NULL,NULL
chickens,NULL,ˈtʃikinz
chickering,NULL,NULL
chicks,t'ʃɪks,t'ʃɪks
chico,ˈtʃikoʊ,ˈtʃi:kəʊ
chico's,NULL,NULL
chicoine,NULL,NULL
chicots,NULL,NULL
chide,tʃaɪd,tʃaɪd
chided,NULL,NULL
chides,NULL,tʃaɪdz
chidester,NULL,NULL
chiding,NULL,tʃaɪdɪŋ
chidsey,NULL,NULL
chief,tʃif,tʃi:f
chief's,NULL,NULL
chiefdom,'tʃifdəm,'tʃi:fdəm
chieffo,NULL,NULL
chiefly,ˈtʃifliː,ˈtʃi:fli
chiefs,NULL,tʃi:fs
chieftain,ˈtʃiftən,ˈtʃi:ftən
chieftain's,NULL,NULL
chieftains,NULL,ˈtʃi:ftənz
chien,NULL,NULL
chiengmai,NULL,NULL
chiesa,NULL,NULL
chiffon,ʃɪˈfɑn,ˈʃɪfɒn
chiggers,NULL,NULL
chigney,NULL,NULL
chihuahua,tʃɪˈwɑwɑ,tʃɪˈwɑ:wə
chikane,NULL,NULL
chikos,NULL,NULL
chilblain,ˈtʃɪlˌblen,ˈtʃɪlbleɪn
chilblains,t'ʃɪlbleɪnz,t'ʃɪlbleɪnz
chilcoat,NULL,NULL
chilcote,NULL,NULL
chilcott,NULL,NULL
child,tʃaɪld,tʃaɪld
child's,NULL,NULL
childbearing,ˈtʃaɪldberɪŋ,ˈtʃaɪldbeərɪŋ
childbirth,ˈtʃaɪldbɜrθ,ˈtʃaɪldbɜ:θ
childcare,ˈtʃaɪldker,ˈtʃaɪldkeə(r)
childe,tʃaɪld,tʃaɪld
childener's,NULL,NULL
childers,NULL,NULL
childhood,ˈtʃaɪldˌhʊd,ˈtʃaɪldhʊd
childhoods,NULL,ˈtʃaildhudz
childish,ˈtʃaɪldɪʃ,ˈtʃaɪldɪʃ
childless,ˈtʃaɪldləs,ˈtʃaɪldləs
childlike,ˈtʃaɪldˌlaɪk,ˈtʃaɪldlaɪk
childree,NULL,NULL
children,ˈtʃɪldrən,ˈtʃɪldrən
children's,NULL,NULL
childrens,NULL,NULL
childres,NULL,NULL
childress,NULL,NULL
childrey,NULL,NULL
childs,NULL,tʃaildz
chile,NULL,'tʃili
chile's,NULL,NULL
chilean,'tʃɪlɪrn,'tʃɪlɪən
chileans,NULL,NULL
chiles,NULL,NULL
chiles's,NULL,NULL
chili,ˈtʃɪli,ˈtʃɪli
chili's,NULL,NULL
chilies,NULL,ˈtʃiliz
chilis,NULL,NULL
chill,tʃɪl,tʃɪl
chilled,tʃɪld,tʃɪld
chillemi,NULL,NULL
chiller,ˈtʃɪlɚ,'tʃɪlə
chillicothe,NULL,NULL
chillier,NULL,ˈtʃɪli:ə
chillies,t'ʃɪlɪz,t'ʃɪlɪz
chilliest,NULL,NULL
chilling,'tʃɪlɪŋ,ˈtʃɪlɪŋ
chillingly,NULL,NULL
chills,NULL,tʃilz
chilly,ˈtʃɪli,ˈtʃɪli
chilmark,NULL,NULL
chilton,NULL,NULL
chimayo,'tʃɪməjoʊ,'tʃɪməjəʊ
chilson,NULL,NULL
chime,tʃaɪm,tʃaɪm
chimed,NULL,tʃaɪmd
chimenti,NULL,NULL
chimento,NULL,NULL
chimera,"kaɪˈmɪrə, kɪ-",kaɪˈmɪərə
chimerical,kaɪ'merɪkəl,kaɪ'merɪkəl
chimerine,NULL,NULL
chimes,NULL,tʃaɪmz
chimie,NULL,NULL
chimney,ˈtʃɪmni,ˈtʃɪmni
chimneys,NULL,ˈtʃimniz
chimp,tʃɪmp,tʃɪmp
chimpanzee,"ˌtʃɪmpænˈzi,-pən-,tʃɪmˈpænzi",ˌtʃɪmpænˈzi:
chimpanzees,NULL,ˌtʃimpənˈzi:z
chimps,NULL,tʃimps
chimurenga,tʃimu'reŋgə,tʃi:mu:'reŋgə
chin,tʃɪn,tʃɪn
china,ˈtʃaɪnə,ˈtʃaɪnə
china's,NULL,NULL
chinatown,ˈtʃaɪnəˌtaʊn,ˈtʃaɪnətaʊn
chinchilla,tʃɪn'tʃɪlə,tʃɪnˈtʃɪlə
chinen,NULL,NULL
chinese,"tʃaɪˈniz, -ˈnis",ˌtʃaɪˈni:z
ching,tʃɪŋ,tʃɪŋ
chinh,NULL,NULL
chink,tʃɪŋk,tʃɪŋk
chinks,NULL,tʃɪŋks
chinn,NULL,NULL
chinn's,NULL,NULL
chinnici,NULL,NULL
chinnock,NULL,NULL
chino,'tʃinoʊ,'tʃi:nəʊ
chinook,"ʃɪˈnʊk, tʃɪ-",tʃɪˈnu:k
chinooks,NULL,NULL
chinoy,NULL,NULL
chintung,NULL,NULL
chintzy,ˈtʃɪntsi,ˈtʃɪntsi
chiodo,NULL,NULL
chip,tʃɪp,tʃɪp
chip's,NULL,NULL
chipboard,ˈtʃɪpbɔrd,ˈtʃɪpbɔ:d
chipcom,NULL,NULL
chipcom's,NULL,NULL
chipita,NULL,NULL
chipley,NULL,NULL
chipmaker,t'ʃɪpmeɪkə,t'ʃɪpmeɪkə
chipmakers,NULL,NULL
chipman,NULL,NULL
chipote,NULL,NULL
chipped,t'ʃɪpt,t'ʃɪpt
chipper,ˈtʃɪpɚ,ˈtʃɪpə(r)
chippewa,"ˈtʃɪpəˌwɔ, -ˌwɑ, -ˌwe, -wə",ˈtʃipiwɑ:
chipping,'tʃɪpɪŋ,'tʃɪpɪŋ
chipps,NULL,NULL
chippy,ˈtʃɪpi,ˈtʃɪpi
chips,tʃɪps,tʃɪps
chipsoft,NULL,NULL
chiquita,NULL,tʃiˈki:tə
chirac,NULL,NULL
chirac's,NULL,NULL
chirco,NULL,NULL
chirico,NULL,NULL
chiron,t'ʃaɪərn,t'ʃaɪərn
chiron's,NULL,NULL
chiropractic,ˌkaɪəroʊˈpræktɪk,ˌkaɪərəʊˈpræktɪk
chiropractor,ˈkaɪəroʊpræktə(r),ˈkaɪərəʊpræktə(r)
chiropractor's,NULL,NULL
chiropractors,NULL,NULL
chirp,tʃɜrp,tʃɜ:p
chirping,t'ʃɜpɪŋ,t'ʃɜ:pɪŋ
chirps,t'ʃɜps,t'ʃɜ:ps
chirpy,ˈtʃɜrpi,ˈtʃɜ:pi
chisam,NULL,NULL
chisel,ˈtʃɪzəl,ˈtʃɪzl
chiseled,'tʃɪzəld,'tʃɪzld
chiseling,t'ʃɪzlɪŋ,t'ʃɪzlɪŋ
chisels,NULL,ˈtʃɪzəlz
chisholm,NULL,NULL
chisler,NULL,NULL
chism,NULL,NULL
chisman,NULL,NULL
chismar,NULL,NULL
chisolm,NULL,NULL
chisom,NULL,NULL
chissano,NULL,NULL
chisum,NULL,NULL
chiswick,NULL,NULL
chit,tʃɪt,tʃɪt
chita,tʃɪˈtɑ,tʃiˈtɑ:
chitchat,ˈtʃɪtˌtʃæt,'tʃɪttʃæt
chitinous,'kaɪtɪnəs,'kaɪtɪnəs
chitlin,'tʃɪtlɪn,'tʃɪtlɪn
chitlins,'tʃɪtlɪnz,'tʃɪtlɪnz
chitra,NULL,NULL
chitra's,NULL,NULL
chits,NULL,tʃits
chittenden,NULL,NULL
chitter,'tʃɪtə,'tʃɪtə
chitterlings,ˈtʃɪtərlɪŋz,ˈtʃɪtəlɪŋz
chittick,NULL,NULL
chittum,NULL,NULL
chitty,NULL,ˈtʃiti
chitwood,NULL,NULL
chiu,NULL,NULL
chiusano,NULL,NULL
chivalry,ˈʃɪvəlri,ˈʃɪvəlri
chivas,NULL,NULL
chivers,NULL,NULL
chives,tʃaɪvz,tʃaɪvz
chiyoda,NULL,NULL
chizek,NULL,NULL
chizmar,NULL,NULL
chlamydia,kləˈmɪdiə,kləˈmɪdiə
chlebowski,NULL,NULL
chloe,NULL,ˈkləui
chlorate,'kloʊrɪt,'klɔ:rɪt
chlordane,'klɔˌdeɪn,'klɔ:deɪn
chloride,"ˈklɔrˌaɪd, ˈklor-",ˈklɔ:raɪd
chlorinate,'klɔrɪneɪt,ˈklɔ:rɪneɪt
chlorinated,"ˈklɔrəˌnetɪd, ˈklor-",'klɔ:rɪneɪtɪd
chlorinating,k'lɒrɪneɪtɪŋ,k'lɒrɪneɪtɪŋ
chlorine,ˈklɔːrˌiːn,ˈklɔ:ri:n
chloris,NULL,NULL
chlorofluorocarbon,ˌklɔroʊˈflʊroʊkɑrbən,ˌklɔ:rəʊˈflʊərəʊkɑ:bən
chlorofluorocarbons,NULL,ˌklɔ:rəʊˌflʊərəʊˈkɑ:bənz
chloroform,ˈklɔrəfɔrm,ˈklɒrəfɔ:m
chlorophyll,ˈklɔrəfɪl,ˈklɒrəfɪl
chloroplast,ˈklɔrəplæst,ˈklɒrəplɑ:st
chloroplasts,NULL,NULL
chloroprene,'klɒrəprin,'klɔ:rəpri:n
chmiel,NULL,NULL
chmielewski,NULL,NULL
cho,NULL,NULL
choat,NULL,NULL
choate,tʃot,tʃəut
chock,tʃɒk,tʃɒk
chocolat,NULL,NULL
chocolate,ˈtʃɑklət,ˈtʃɒklət
chocolates,'tʃɒkəlɪts,'tʃɒkəlɪts
chocolatology,NULL,NULL
chodorow,NULL,NULL
choe,NULL,NULL
choi,NULL,tʃɔɪ
choice,tʃɔɪs,tʃɔɪs
choicer,NULL,NULL
choicers,NULL,NULL
choices,'tʃɔɪsɪs,'tʃɔɪsɪs
choicest,NULL,NULL
choir,kwaɪr,ˈkwaɪə(r)
choirs,NULL,ˈkwaiəz
chojnowski,NULL,NULL
chok,NULL,NULL
choke,tʃoʊk,tʃəʊk
choked,tʃoʊkt,tʃəʊkt
chokehold,'tʃoʊkˌhoʊld,'tʃəʊkˌhəʊld
chokes,NULL,tʃəuks
choking,'tʃoʊkɪŋ,'tʃəʊkɪŋ
cholera,ˈkɑlərə,ˈkɒlərə
choleric,ˈkɑlərɪk,ˈkɒlərɪk
cholesterol,kəˈlestərɔl,kəˈlestərɒl
cholestyramine,koʊlə'stɪrəmin,kəʊlə'stɪrəmi:n
cholet,kə'let,kə'let
cholewa,NULL,NULL
cholla,'tʃɔɪə,'tʃɔɪə
choma,'tʃoʊmə,'tʃəʊmə
chomp,tʃɑmp,tʃɒmp
chomping,NULL,tʃɔmpɪŋ
chon,tʃoʊn,tʃəʊn
chong,NULL,NULL
chongqing,"ˈtʃɔŋˈtʃɪŋ, ˈtʃuŋ-",ˈtʃuŋˈkiŋ
chontales,NULL,NULL
choo,NULL,NULL
chook,NULL,tʃʊk
choon,NULL,NULL
choong,NULL,NULL
choose,tʃuz,tʃu:z
chooses,NULL,tʃu:ziz
choosing,t'ʃuzɪŋ,t'ʃu:zɪŋ
choosy,ˈtʃuzi,ˈtʃu:zi
chop,tʃɑp,tʃɒp
choper,NULL,NULL
chopin,ʃoʊ'pænˌ -'pæŋ,"ʃəʊ'pæn, -'pæŋ"
choplin,NULL,NULL
chopp,NULL,NULL
chopped,tʃɒpt,tʃɒpt
chopper,ˈtʃɑpə(r),ˈtʃɒpə(r)
chopper's,NULL,NULL
choppers,NULL,ˈtʃɔpəz
chopping,'tʃɒpɪŋ,tʃɒpɪŋ
choppy,ˈtʃɑpi,ˈtʃɒpi
chopra,NULL,NULL
chops,tʃɒps,tʃɒps
chopstick,ˈtʃɑpstɪk,ˈtʃɒpstɪk
chopsticks,'tʃɑpstɪks,'tʃɒpstɪks
chopsuey,ˌtʃɒp'suɪ,ˌtʃɒp'su:ɪ
choquette,NULL,NULL
choral,"ˈkɔrəl,ˈkor-",ˈkɔ:rəl
chorale,kəˈræl,kɒˈrɑ:l
chorals,NULL,NULL
chorba,NULL,NULL
chord,kɔrd,kɔ:d
chordates,'kɔdets,'kɔ:dets
chords,NULL,kɔ:dz
chore,tʃɔr,tʃɔ:(r)
choreograph,ˈkɔriəgræf,ˈkɒriəgrɑ:f
choreographed,NULL,ˈkɔ(:)riəɡrɑ:ft
choreographer,ˌkɒrɪ'ɒɡrəfə(r),ˌkɒrɪ'ɒɡrəfə(r)
choreographer's,NULL,NULL
choreographers,NULL,ˌkɔri'ɔgrəfəz
choreographic,ˌkɒrɪr'ɡræfɪk,ˌkɒrɪə'ɡræfɪk
choreographing,NULL,ˈkɔ(:)riəɡrɑ:fɪŋ
choreography,ˌkɔriˈɑgrəfi,ˌkɒriˈɒgrəfi
chores,t'ʃɔz,t'ʃɔ:z
choric,"ˈkɔrɪk, ˈkor-, ˈkɑr-",ˈkɔ:rɪk
chorney,NULL,NULL
chortle,ˈtʃɔrtl,ˈtʃɔ:tl
chortled,NULL,ˈtʃɔ:tld
chortles,NULL,ˈtʃɔ:tlz
chortling,NULL,ˈtʃɔ:tlɪŋ
chorus,"ˈkɔrəs, ˈkor-",ˈkɔ:rəs
choruses,NULL,ˈkɔ:rəsiz
chose,tʃoʊz,tʃəʊz
chosen,ˈtʃoʊzn,ˈtʃəʊzn
chosun,NULL,NULL
chotilla,NULL,NULL
chou,NULL,ʃu:
chouinard,NULL,NULL
chovan,NULL,NULL
chovanec,NULL,NULL
chow,tʃaʊ,tʃaʊ
chowder,ˈtʃaʊdɚ,ˈtʃaʊdə(r)
chowdhury,NULL,NULL
chowning,NULL,NULL
chows,NULL,tʃauz
choy,tʃɔɪ,tʃɔɪ
choyce,NULL,NULL
chrest,NULL,NULL
chrestman,NULL,NULL
chretien,NULL,NULL
chriboniko's,NULL,NULL
chriptosporidium,NULL,NULL
chris,NULL,kris
chrisco,NULL,NULL
chriscoe,NULL,NULL
chrisman,NULL,NULL
chrismer,NULL,NULL
chrismon,'krɪzmɒn,'krɪzmɒn
chrisp,NULL,NULL
chriss,NULL,NULL
chrissie,NULL,ˈkrisi
chrissy,NULL,NULL
christ,kraɪst,kraɪst
christ's,NULL,NULL
christa,NULL,NULL
christabelle,NULL,NULL
christakos,NULL,NULL
christal,NULL,NULL
christchurch,'kraɪstʃɜrtʃ,'kraɪstʃɜ:tʃ
christel,NULL,NULL
christen,ˈkrɪsən,ˈkrɪsn
christenberry,NULL,NULL
christenbury,NULL,NULL
christendom,ˈkrɪsəndəm,ˈkrɪsndəm
christened,NULL,ˈkrɪsənd
christening,ˈkrɪsənɪŋ,ˈkrɪsnɪŋ
christensen,NULL,NULL
christenson,NULL,NULL
christeson,NULL,NULL
christi,NULL,NULL
christiaan,NULL,NULL
christian,ˈkrɪstʃən,ˈkrɪstʃən
christiana,NULL,ˌkristiˈænə
christiane,NULL,NULL
christianity,"ˌkrɪstʃiˈænɪti, ˌkrɪsti-",ˌkrɪstiˈænəti
christianity's,NULL,NULL
christianization,NULL,"ˌkristjənaiˈzeiʃən,-niˈz-"
christianize,'krɪstʃənˌaɪz,'krɪstjənaɪz
christianized,NULL,NULL
christianna,NULL,NULL
christianne,NULL,NULL
christiano,NULL,NULL
christians,NULL,ˈkristʃənz
christiansen,NULL,NULL
christianson,NULL,NULL
christiansted,NULL,NULL
christic,NULL,NULL
christie,NULL,NULL
christie's,NULL,NULL
christies,NULL,NULL
christina,krɪˈstinə,krisˈti:nə
christine,NULL,ˈkristi:n
christine's,NULL,NULL
christison,NULL,NULL
christlieb,NULL,NULL
christman,NULL,NULL
christman's,NULL,NULL
christmann,NULL,NULL
christmas,ˈkrɪsməs,ˈkrɪsməs
christmases,NULL,ˈkrisməsiz
christmastime,ˈkrɪsməsˌtaɪm,ˈkrɪsməstaɪm
christner,NULL,NULL
christo,NULL,NULL
christoff,NULL,NULL
christoffel,NULL,NULL
christoffersen,NULL,NULL
christofferson,NULL,NULL
christon,NULL,NULL
christoph,NULL,NULL
christophe,NULL,NULL
christophel,NULL,NULL
christopher,ˈkrɪstəfɚ,ˈkrɪstəfə
christopher's,NULL,NULL
christophersen,NULL,NULL
christopherson,NULL,NULL
christy,k'rɪstɪ,k'rɪstɪ
christy's,NULL,NULL
chriswell,NULL,NULL
chromakalim,NULL,NULL
chromalloy,NULL,NULL
chromatogram,kroʊ'mætəˌgræm,krəʊ'mætəˌgræm
chromatograms,NULL,NULL
chromatography,ˌkroʊməˈtɑ;grəfi,ˌkrəʊməˈtɒgrəfi
chrome,kroʊm,krəʊm
chrominance,'kroʊmɪnəns,'krəʊmɪnəns
chromium,ˈkroʊmiəm,ˈkrəʊmiəm
chromosome,ˈkroʊməsoʊm,ˈkrəʊməsəʊm
chromosomes,k'roʊməsoʊmz,k'rəʊməsəʊmz
chronic,ˈkrɑnɪk,ˈkrɒnɪk
chronically,'krɒnɪklɪ,'krɒnɪklɪ
chronicle,ˈkrɑnɪkl,ˈkrɒnɪkl
chronicle's,NULL,NULL
chronicled,NULL,ˈkrɔnɪkəld
chronicler,'krɒnɪklə(r),'krɒnɪklə(r)
chroniclers,NULL,ˈkrɔnikləz
chronicles,NULL,ˈkrɔniklz
chronicling,NULL,ˈkrɔnɪkəlɪŋ
chronis,NULL,NULL
chronister,NULL,NULL
chronological,ˌkrɑnəˈlɑdʒɪkl,ˌkrɒnəˈlɒdʒɪkl
chronologically,ˌkrɒnə'lɒdʒɪklɪ,ˌkrɒnə'lɒdʒɪklɪ
chronologies,NULL,krəˈnɔlədʒi:z
chronology,krəˈnɑlədʒi,krəˈnɒlədʒi
chrysalis,ˈkrɪsəlɪs,ˈkrɪsəlɪs
chrysanthemum,"krɪˈsænθəməm, -ˈzæn-",krɪˈsænθəməm
chrysanthemums,NULL,kriˈsænθəməmz
chryseis,NULL,kraiˈsi:is
chrysler,ˈkraɪslɚ,ˈkraɪslə
chrysler's,NULL,NULL
chryslers,NULL,NULL
chryst,NULL,NULL
chrystal,NULL,NULL
chrzan,NULL,NULL
chseing,NULL,NULL
chu,NULL,NULL
chua,NULL,NULL
chuah,NULL,NULL
chuan,NULL,NULL
chuang,NULL,NULL
chuba,NULL,NULL
chubais,NULL,NULL
chubb,NULL,tʃʌb
chubb's,NULL,NULL
chubbuck,NULL,NULL
chubby,ˈtʃʌbi,ˈtʃʌbi
chubu,NULL,NULL
chuck,tʃʌk,tʃʌk
chuck's,NULL,NULL
chucked,NULL,tʃʌkt
chuckie,NULL,NULL
chucking,'tʃʌkɪŋ,'tʃʌkɪŋ
chuckle,ˈtʃʌkəl,ˈtʃʌkl
chuckled,NULL,ˈtʃʌkld
chuckles,NULL,ˈtʃʌklz
chuckling,NULL,ˈtʃʌklɪŋ
chudler,NULL,NULL
chudy,NULL,NULL
chudzinski,NULL,NULL
chug,tʃʌɡ,tʃʌg
chugai,NULL,NULL
chugged,t'ʃʌɡd,t'ʃʌɡd
chugging,'tʃʌgɪŋ,'tʃʌgɪŋ
chugoku,NULL,NULL
chui,NULL,NULL
chukchi,ˈtʃʊktʃi,ˈtʃuktʃi:
chul,NULL,NULL
chula,NULL,NULL
chum,tʃʌm,tʃʌm
chumbley,NULL,NULL
chumley,NULL,NULL
chummy,'tʃʌmɪ,ˈtʃʌmi
chumney,NULL,NULL
chump,tʃʌmp,tʃʌmp
chums,NULL,tʃʌmz
chun,NULL,NULL
chun's,NULL,NULL
chung,t'ʃʌŋ,t'ʃʌŋ
chung's,NULL,NULL
chunk,tʃʌŋk,tʃʌŋk
chunks,NULL,tʃʌŋks
chunky,ˈtʃʌŋki,ˈtʃʌŋki
chunn,NULL,NULL
chunnel,'tʃʌnəl,'tʃʌnəl
chupp,NULL,NULL
chura,NULL,NULL
church,tʃɜrtʃ,tʃɜ:tʃ
church's,NULL,NULL
churches,NULL,tʃə:tʃiz
churchgoer,ˈtʃɜrtʃgoʊər,ˈtʃɜ:tʃgəʊə(r)
churchgoers,NULL,ˈtʃə:tʃɡəuəz
churchgoing,'tʃɜtʃɡoʊɪŋ,'tʃɜ:tʃɡəʊɪŋ
churchill,"ˈtʃɚˌtʃɪl, ˈtʃɚtʃˌhɪl",ˈtʃə:tʃil
churchill's,NULL,NULL
churchhouse,NULL,NULL
churchman,ˈtʃɜrtʃmən,ˈtʃɜ:tʃmən
churchmen,t'ʃɜtʃmən,t'ʃɜ:tʃmən
churchwell,NULL,NULL
churchyard,ˈtʃɜrtʃjɑrd,ˈtʃɜ:tʃjɑ:d
churilla,NULL,NULL
churkin,NULL,NULL
churkin's,NULL,NULL
churlish,ˈtʃɜrlɪʃ,ˈtʃɜ:lɪʃ
churn,tʃɜrn,tʃɜ:n
churned,NULL,tʃɜ:nd
churning,'tʃɜnɪŋ,'tʃɜ:nɪŋ
churns,NULL,tʃɜ:nz
churry,NULL,NULL
chuse,tʃuz,tʃu:z
chusmir,NULL,NULL
chute,ʃut,ʃu:t
chutes,NULL,ʃu:ts
chutney,ˈtʃʌtni,ˈtʃʌtni
chutzpah,"ˈūʊtspə, ˈhʊt-",ˈxʊtspə
chynoweth,NULL,NULL
chyron,NULL,NULL
chyron's,NULL,NULL
cia,NULL,NULL
ciaccia,NULL,NULL
ciampa,NULL,NULL
ciampi,NULL,NULL
cian,NULL,NULL
cianci,NULL,NULL
ciancio,NULL,NULL
ciani,NULL,NULL
ciano,NULL,NULL
ciao,tʃaʊ,tʃaʊ
ciaobella,NULL,NULL
ciaramella,NULL,NULL
ciaramitaro,NULL,NULL
ciardi,NULL,NULL
ciarlo,NULL,NULL
ciba,NULL,NULL
ciba's,NULL,NULL
cibro,NULL,NULL
cibula,NULL,NULL
cicada,sɪˈkeɪdə,sɪˈkɑ:də
cicadas,NULL,siˈkeidəz
cicala,sɪ'kɑlə,sɪ'kɑ:lə
ciccarone,NULL,NULL
cicco,NULL,NULL
ciccone,NULL,NULL
cicely,'sɪslɪ,'sɪslɪ
cicero,NULL,ˈsisərəu
cicerone,ˌtʃɪtʃə'roʊnɪ,ˌtʃɪtʃə'rəʊnɪ
cichocki,NULL,NULL
cichon,NULL,NULL
cichowski,NULL,NULL
cichy,NULL,NULL
cicily,NULL,NULL
cicio,NULL,NULL
cid,NULL,",si:ai'di:"
cider,ˈsaɪdɚ,ˈsaɪdə(r)
cie,NULL,NULL
ciel,sɪl,si:l
ciera,NULL,NULL
cieri,NULL,NULL
cieslak,NULL,NULL
cifelli,NULL,NULL
cifra,NULL,NULL
cifuentes,NULL,NULL
ciga,NULL,NULL
cigar,sɪˈɡɑr,sɪˈgɑ:(r)
cigarette,ˈsɪgəret,ˌsɪgəˈret
cigarette's,NULL,NULL
cigarettes,sɪɡə'rets,sɪɡə'rets
cigars,NULL,siˈɡɑ:z
cigna,NULL,NULL
cigna's,NULL,NULL
cihak,NULL,NULL
cilag,NULL,NULL
cilantro,sɪˈlæntroʊ,sɪˈlæntrəʊ
cilcorp,NULL,NULL
cilento,NULL,NULL
ciliates,'sɪlɪeɪts,'sɪlɪeɪts
ciliberto,NULL,NULL
cilicia,NULL,NULL
ciller,NULL,NULL
cilley,NULL,NULL
cillo,'sɪloʊ,'sɪləʊ
cilva,NULL,NULL
cima,NULL,NULL
cimaglia,NULL,NULL
cimarron,NULL,"'simə,rəun"
ciments,NULL,NULL
ciminero,NULL,NULL
cimini,NULL,NULL
cimino,NULL,NULL
cimo,NULL,NULL
cimorelli,NULL,NULL
cina,'sinə,'si:nə
cinch,sɪntʃ,sɪntʃ
cinched,NULL,sɪntʃt
cincinnati,ˌsɪnsɪ'nætɪ,ˌsɪnsɪ'nætɪ
cincinnati's,NULL,NULL
cinco,NULL,NULL
cincotta,NULL,NULL
cinder,ˈsɪndɚ,ˈsɪndə(r)
cinderella,ˌsɪndəˈrɛlə,ˌsɪndəˈrelə
cinders,'sɪndəz,'sɪndəz
cindie,NULL,NULL
cindric,NULL,NULL
cindy,NULL,ˈsindi
cindy's,NULL,NULL
cinelli,NULL,NULL
cinema,ˈsɪnəmə,ˈsɪnəmə
cinema's,NULL,NULL
cinemark,NULL,NULL
cinemas,NULL,NULL
cinematic,ˌsɪnəˈmætɪk,ˌsɪnəˈmætɪk
cinematographer,ˌsɪnəməˈtɑɡrəfɚ,ˌsɪnəmə'tɒɡrəfə(r)
cinematography,ˌsɪnəməˈtɑgrəfi,ˌsɪnəməˈtɒgrəfi
cinemax,NULL,NULL
cinergy,NULL,NULL
cineplex,'sɪnəˌpleks,'sɪnəˌpleks
cini,NULL,NULL
cinnabar,ˈsɪnəˌbɑr,ˈsɪnəbɑ:(r)
cineplex's,NULL,NULL
cinnabon,NULL,NULL
cinnaminson,NULL,NULL
cinnamon,ˈsɪnəmən,ˈsɪnəmən
cinnamonson,NULL,NULL
cino,NULL,NULL
cinq,sɪŋk,sɪŋk
cinque,sɪŋk,sɪŋk
cinram,NULL,NULL
cintron,NULL,NULL
cioffi,NULL,NULL
ciolek,NULL,NULL
ciolino,NULL,NULL
ciotti,NULL,NULL
cipher,ˈsaɪfɚ,'saɪfə(r)
cipolla,NULL,NULL
cipollone,NULL,NULL
cipri,NULL,NULL
cipriani,NULL,NULL
cipriano,NULL,NULL
cira,NULL,NULL
ciraulo,NULL,NULL
circa,ˈsɜrkə,ˈsɜ:kə
circadian,sɜrˈkeɪdiən,sɜ:ˈkeɪdiən
circle,ˈsɜrkl,ˈsɜ:kl
circle's,NULL,NULL
circled,NULL,ˈsə:kld
circles,NULL,ˈsə:klz
circling,'sɜklɪŋ,'sɜ:klɪŋ
circon,NULL,NULL
circuit,ˈsɜrkɪt,ˈsɜ:kɪt
circuit's,NULL,NULL
circuited,NULL,NULL
circuitous,sərˈkjuɪtəs,səˈkju:ɪtəs
circuitry,ˈsɜrkɪtri,ˈsɜ:kɪtri
circuits,'sɜkɪts,'sɜ:kɪts
circular,ˈsɜrkjələ(r),ˈsɜ:kjələ(r)
circularize,'sɜkjələˌraɪz,'sɜ:kjʊləraɪz
circularizing,NULL,ˈsə:kjuləraizɪŋ
circularly,'səkjələlɪ,'səkjələlɪ
circulars,'sɜkjəlɚs,'sɜ:kjəlɚs
circulate,ˈsɜrkjəleɪt,ˈsɜ:kjəleɪt
circulated,'sɜkjʊleɪtɪd,'sɜ:kjʊleɪtɪd
circulates,NULL,ˈsə:kjuleits
circulating,'sɜkjəˌleɪtɪŋ,'sɜ:kjʊleɪtɪŋ
circulation,ˌsɜrkjəˈleɪʃn,ˌsɜ:kjəˈleɪʃn
circulations,NULL,ˌsə:kjuˈleiʃənz
circulatory,ˈsɜrkjələtɔri,ˌsɜ:kjəˈleɪtəri
circumcise,ˈsɜrkəmsaɪz,ˈsɜ:kəmsaɪz
circumcised,NULL,ˈsə:kəmsaizd
circumcision,ˌsɜrkəmˈsɪʒn,ˌsɜ:kəmˈsɪʒn
circumference,sərˈkʌmfərəns,səˈkʌmfərəns
circumnavigate,ˌsɜrkəmˈnævɪgeɪt,ˌsɜ:kəmˈnævɪgeɪt
circumscribe,ˈsɜrkəmskraɪb,ˈsɜ:kəmskraɪb
circumscribed,'sɜkəmskraɪbd,'sɜ:kəmskraɪbd
circumspect,ˈsɜrkəmspekt,ˈsɜ:kəmspekt
circumspection,ˌsɚkəmˈspɛkʃən,ˌsɜ:kəm'spekʃn
circumstance,ˈsɜrkəmstæns,ˈsɜ:kəmstəns
